LAD,AREA,PAY,PC,PC_0,PC_1
E06000005,Darlington ,508.2,DL98 1AA,DL98,1AA
E06000005,Darlington ,508.2,DL5  6AN,DL5, 6AN
E06000006,Halton ,575.6,L35  6PG,L35, 6PG
E06000006,Halton ,575.6,L24  5SP,L24, 5SP
E06000006,Halton ,575.6,WA4  4BU,WA4, 4BU
E06000006,Halton ,575.6,WA7  6TA,WA7, 6TA
E06000006,Halton ,575.6,WA8  0LS,WA8, 0LS
E06000006,Halton ,575.6,WA88 1ZS,WA88,1ZS
E06000007,Warrington ,546.3,WA1  1UP,WA1, 1UP
E06000007,Warrington ,546.3,WA13 9AW,WA13,9AW
E06000007,Warrington ,546.3,WA12 9XU,WA12,9XU
E06000007,Warrington ,546.3,WA2  9RN,WA2, 9RN
E06000007,Warrington ,546.3,WA3  4AR,WA3, 4AR
E06000007,Warrington ,546.3,WA5  1AT,WA5, 1AT
E06000007,Warrington ,546.3,WA55 1BB,WA55,1BB
E06000007,Warrington ,546.3,WA9  2JZ,WA9, 2JZ
E06000008,Blackburn with Darwen ,457,BB1  1GA,BB1, 1GA
E06000008,Blackburn with Darwen ,457,BB0  1GR,BB0, 1GR
E06000008,Blackburn with Darwen ,457,BB2  4QF,BB2, 4QF
E06000008,Blackburn with Darwen ,457,BB3  0AA,BB3, 0AA
E06000008,Blackburn with Darwen ,457,BB6  7BZ,BB6, 7BZ
E06000008,Blackburn with Darwen ,457,BL7  0AT,BL7, 0AT
E06000008,Blackburn with Darwen ,457,BL8  4JT,BL8, 4JT
E06000008,Blackburn with Darwen ,457,PR1  1QA,PR1, 1QA
E06000008,Blackburn with Darwen ,457,PR6  8DS,PR6, 8DS
E06000009,Blackpool ,473.1,FY1  2NP,FY1, 2NP
E06000009,Blackpool ,473.1,FY2  0FJ,FY2, 0FJ
E06000009,Blackpool ,473.1,FY3  7HP,FY3, 7HP
E06000009,Blackpool ,473.1,FY4  1BH,FY4, 1BH
E06000009,Blackpool ,473.1,FY5  1RU,FY5, 1RU
E06000009,Blackpool ,473.1,FY6  7QN,FY6, 7QN
E06000009,Blackpool ,473.1,FY8  3YG,FY8, 3YG
E06000010,Kingston upon Hull ,511.8,HU1  1AA,HU1, 1AA
E06000010,Kingston upon Hull ,511.8,HU11 4YZ,HU11,4YZ
E06000010,Kingston upon Hull ,511.8,HU12 0YA,HU12,0YA
E06000010,Kingston upon Hull ,511.8,HU8  7BA,HU8, 7BA
E06000010,Kingston upon Hull ,511.8,HU9  1BA,HU9, 1BA
E06000010,Kingston upon Hull ,511.8,HU6  7RZ,HU6, 7RZ
E06000010,Kingston upon Hull ,511.8,HU7  3ES,HU7, 3ES
E06000010,Kingston upon Hull ,511.8,HU5  2LD,HU5, 2LD
E06000010,Kingston upon Hull ,511.8,HU3  2EZ,HU3, 2EZ
E06000010,Kingston upon Hull ,511.8,HU2  0LU,HU2, 0LU
E06000010,Kingston upon Hull ,511.8,HU4  6DR,HU4, 6DR
E06000010,Kingston upon Hull ,511.8,HU13 9NN,HU13,9NN
E06000011,East Riding of Yorkshire ,515.2,DN14 0AA,DN14,0AA
E06000011,East Riding of Yorkshire ,515.2,DN8  4JZ,DN8, 4JZ
E06000011,East Riding of Yorkshire ,515.2,HU10 6AA,HU10,6AA
E06000011,East Riding of Yorkshire ,515.2,HU15 1NP,HU15,1NP
E06000011,East Riding of Yorkshire ,515.2,HU14 9AQ,HU14,9AQ
E06000011,East Riding of Yorkshire ,515.2,HU16 4DL,HU16,4DL
E06000011,East Riding of Yorkshire ,515.2,HU17 7JR,HU17,7JR
E06000011,East Riding of Yorkshire ,515.2,HU18 1PL,HU18,1PL
E06000011,East Riding of Yorkshire ,515.2,HU19 2PB,HU19,2PB
E06000011,East Riding of Yorkshire ,515.2,HU20 3XW,HU20,3XW
E06000011,East Riding of Yorkshire ,515.2,YO11 3UL,YO11,3UL
E06000011,East Riding of Yorkshire ,515.2,YO15 1HY,YO15,1HY
E06000011,East Riding of Yorkshire ,515.2,YO16 4DN,YO16,4DN
E06000011,East Riding of Yorkshire ,515.2,YO25 7LL,YO25,7LL
E06000011,East Riding of Yorkshire ,515.2,YO4  1AQ,YO4, 1AQ
E06000011,East Riding of Yorkshire ,515.2,YO41 1DA,YO41,1DA
E06000011,East Riding of Yorkshire ,515.2,YO42 2NP,YO42,2NP
E06000011,East Riding of Yorkshire ,515.2,YO43 3AP,YO43,3AP
E06000011,East Riding of Yorkshire ,515.2,YO8  6EX,YO8, 6EX
E06000011,East Riding of Yorkshire ,515.2,YO95 1BT,YO95,1BT
E06000012,North East Lincolnshire ,460.6,DN31 3SX,DN31,3SX
E06000012,North East Lincolnshire ,460.6,DN32 0AA,DN32,0AA
E06000012,North East Lincolnshire ,460.6,DN33 1AA,DN33,1AA
E06000012,North East Lincolnshire ,460.6,DN35 9PP,DN35,9PP
E06000012,North East Lincolnshire ,460.6,DN36 4QQ,DN36,4QQ
E06000012,North East Lincolnshire ,460.6,DN37 0AA,DN37,0AA
E06000012,North East Lincolnshire ,460.6,DN39 6WB,DN39,6WB
E06000012,North East Lincolnshire ,460.6,DN40 3QY,DN40,3QY
E06000012,North East Lincolnshire ,460.6,DN41 7AF,DN41,7AF
E06000012,North East Lincolnshire ,460.6,DN34 4HX,DN34,4HX
E06000012,North East Lincolnshire ,460.6,LN3  6BP,LN3, 6BP
E06000012,North East Lincolnshire ,460.6,LN8  6BP,LN8, 6BP
E06000013,North Lincolnshire ,541.2,DN15 0DB,DN15,0DB
E06000013,North Lincolnshire ,541.2,DN16 1HP,DN16,1HP
E06000013,North Lincolnshire ,541.2,DN17 1LN,DN17,1LN
E06000013,North Lincolnshire ,541.2,DN18 5AA,DN18,5AA
E06000013,North Lincolnshire ,541.2,DN19 7DF,DN19,7DF
E06000013,North Lincolnshire ,541.2,DN20 0PQ,DN20,0PQ
E06000013,North Lincolnshire ,541.2,DN21 4AS,DN21,4AS
E06000013,North Lincolnshire ,541.2,DN38 6AA,DN38,6AA
E06000013,North Lincolnshire ,541.2,DN9  1AA,DN9, 1AA
E06000013,North Lincolnshire ,541.2,DN1  9JW,DN1, 9JW
E06000013,North Lincolnshire ,541.2,DN10 4BE,DN10,4BE
E06000013,North Lincolnshire ,541.2,LN7  6JX,LN7, 6JX
E06000014,York ,512.5,YO1  0EJ,YO1, 0EJ
E06000014,York ,512.5,YO10 3ED,YO10,3ED
E06000014,York ,512.5,YO19 5GS,YO19,5GS
E06000014,York ,512.5,YO2  1AY,YO2, 1AY
E06000014,York ,512.5,YO23 2RU,YO23,2RU
E06000014,York ,512.5,YO24 1AU,YO24,1AU
E06000014,York ,512.5,YO26 4TF,YO26,4TF
E06000014,York ,512.5,YO3  3GX,YO3, 3GX
E06000014,York ,512.5,YO30 1ZX,YO30,1ZX
E06000014,York ,512.5,YO31 0NP,YO31,0NP
E06000014,York ,512.5,YO32 2PR,YO32,2PR
E06000014,York ,512.5,YO62 5YU,YO62,5YU
E06000014,York ,512.5,YO61 1YU,YO61,1YU
E06000014,York ,512.5,YO5  8JP,YO5, 8JP
E06000014,York ,512.5,YO60 7YY,YO60,7YY
E06000014,York ,512.5,YO6  7QY,YO6, 7QY
E06000014,York ,512.5,YO90 1UT,YO90,1UT
E06000014,York ,512.5,YO91 1RT,YO91,1RT
E06000014,York ,512.5,YO51 9XL,YO51,9XL
E06000015,Derby ,671.3,DE1  9YP,DE1, 9YP
E06000015,Derby ,671.3,DE22 3PZ,DE22,3PZ
E06000015,Derby ,671.3,DE23 1GX,DE23,1GX
E06000015,Derby ,671.3,DE21 7JD,DE21,7JD
E06000015,Derby ,671.3,DE2  2JB,DE2, 2JB
E06000015,Derby ,671.3,DE24 0BA,DE24,0BA
E06000015,Derby ,671.3,DE3  0QF,DE3, 0QF
E06000015,Derby ,671.3,DE7  1UD,DE7, 1UD
E06000015,Derby ,671.3,DE73 1LB,DE73,1LB
E06000015,Derby ,671.3,DE72 3YN,DE72,3YN
E06000015,Derby ,671.3,DE74 2BW,DE74,2BW
E06000015,Derby ,671.3,DE99 3AA,DE99,3AA
E06000016,Leicester ,487.9,LE1  6YN,LE1, 6YN
E06000016,Leicester ,487.9,LE2  0AA,LE2, 0AA
E06000016,Leicester ,487.9,LE3  5LU,LE3, 5LU
E06000016,Leicester ,487.9,LE4  0AE,LE4, 0AE
E06000016,Leicester ,487.9,LE5  1FH,LE5, 1FH
E06000016,Leicester ,487.9,LE55 7BB,LE55,7BB
E06000016,Leicester ,487.9,LE41 9AJ,LE41,9AJ
E06000016,Leicester ,487.9,LE7  1WT,LE7, 1WT
E06000016,Leicester ,487.9,LE87 4DQ,LE87,4DQ
E06000016,Leicester ,487.9,LE21 3AJ,LE21,3AJ
E06000017,Rutland ,542.9,LE15 8NP,LE15,8NP
E06000017,Rutland ,542.9,LE16 8RX,LE16,8RX
E06000017,Rutland ,542.9,PE9  2NN,PE9, 2NN
E06000018,Nottingham ,506.4,NG1  1FN,NG1, 1FN
E06000018,Nottingham ,506.4,NG11 8FD,NG11,8FD
E06000018,Nottingham ,506.4,NG12 1WB,NG12,1WB
E06000018,Nottingham ,506.4,NG13 0LB,NG13,0LB
E06000018,Nottingham ,506.4,NG2  1QJ,NG2, 1QJ
E06000018,Nottingham ,506.4,NG3  1HB,NG3, 1HB
E06000018,Nottingham ,506.4,NG5  7HX,NG5, 7HX
E06000018,Nottingham ,506.4,NG6  0EN,NG6, 0EN
E06000018,Nottingham ,506.4,NG4  1HE,NG4, 1HE
E06000018,Nottingham ,506.4,NG7  1AA,NG7, 1AA
E06000018,Nottingham ,506.4,NG8  9AA,NG8, 9AA
E06000018,Nottingham ,506.4,NG80 1EH,NG80,1EH
E06000018,Nottingham ,506.4,NG9  2FZ,NG9, 2FZ
E06000018,Nottingham ,506.4,NG90 1LZ,NG90,1LZ
E06000019,Herefordshire ,461.1,GL17 9BH,GL17,9BH
E06000019,Herefordshire ,461.1,GL18 1JP,GL18,1JP
E06000019,Herefordshire ,461.1,HR6  0AB,HR6, 0AB
E06000019,Herefordshire ,461.1,HR4  9ZA,HR4, 9ZA
E06000019,Herefordshire ,461.1,HR5  3FF,HR5, 3FF
E06000019,Herefordshire ,461.1,HR1  1DE,HR1, 1DE
E06000019,Herefordshire ,461.1,HR2  8RS,HR2, 8RS
E06000019,Herefordshire ,461.1,HR3  5BB,HR3, 5BB
E06000019,Herefordshire ,461.1,HR9  5DA,HR9, 5DA
E06000019,Herefordshire ,461.1,HR8  2JL,HR8, 2JL
E06000019,Herefordshire ,461.1,HR7  4JQ,HR7, 4JQ
E06000019,Herefordshire ,461.1,LD8  2LP,LD8, 2LP
E06000019,Herefordshire ,461.1,NP25 3SR,NP25,3SR
E06000019,Herefordshire ,461.1,NP5  3QJ,NP5, 3QJ
E06000019,Herefordshire ,461.1,NP7  8HH,NP7, 8HH
E06000019,Herefordshire ,461.1,SY7  0BF,SY7, 0BF
E06000019,Herefordshire ,461.1,SY8  4JG,SY8, 4JG
E06000019,Herefordshire ,461.1,WR13 5NZ,WR13,5NZ
E06000019,Herefordshire ,461.1,WR14 2PY,WR14,2PY
E06000019,Herefordshire ,461.1,WR6  6DT,WR6, 6DT
E06000019,Herefordshire ,461.1,WR15 8RT,WR15,8RT
E06000020,Telford and Wrekin ,522.3,SY4  4JN,SY4, 4JN
E06000020,Telford and Wrekin ,522.3,TF1  1UU,TF1, 1UU
E06000020,Telford and Wrekin ,522.3,TF10 0AU,TF10,0AU
E06000020,Telford and Wrekin ,522.3,TF11 9PL,TF11,9PL
E06000020,Telford and Wrekin ,522.3,TF7  4UG,TF7, 4UG
E06000020,Telford and Wrekin ,522.3,TF8  7PE,TF8, 7PE
E06000020,Telford and Wrekin ,522.3,TF12 5WA,TF12,5WA
E06000020,Telford and Wrekin ,522.3,TF2  2GX,TF2, 2GX
E06000020,Telford and Wrekin ,522.3,TF13 6WH,TF13,6WH
E06000020,Telford and Wrekin ,522.3,TF3  1BX,TF3, 1BX
E06000020,Telford and Wrekin ,522.3,TF4  2RE,TF4, 2RE
E06000020,Telford and Wrekin ,522.3,TF5  0YB,TF5, 0YB
E06000020,Telford and Wrekin ,522.3,TF6  5AA,TF6, 5AA
E06000020,Telford and Wrekin ,522.3,TF9  2DW,TF9, 2DW
E06000020,Telford and Wrekin ,522.3,WV99 1AA,WV99,1AA
E06000021,Stoke-on-Trent ,497.1,ST1  3LP,ST1, 3LP
E06000021,Stoke-on-Trent ,497.1,ST11 9LJ,ST11,9LJ
E06000021,Stoke-on-Trent ,497.1,ST12 9BF,ST12,9BF
E06000021,Stoke-on-Trent ,497.1,ST2  0SA,ST2, 0SA
E06000021,Stoke-on-Trent ,497.1,ST4  1DW,ST4, 1DW
E06000021,Stoke-on-Trent ,497.1,ST3  7YU,ST3, 7YU
E06000021,Stoke-on-Trent ,497.1,ST6  5HE,ST6, 5HE
E06000021,Stoke-on-Trent ,497.1,ST5  6EW,ST5, 6EW
E06000021,Stoke-on-Trent ,497.1,ST7  4GA,ST7, 4GA
E06000021,Stoke-on-Trent ,497.1,ST8  7RA,ST8, 7RA
E06000021,Stoke-on-Trent ,497.1,ST9  9ND,ST9, 9ND
E06000022,Bath and North East Somerset ,579.3,BA1  0ES,BA1, 0ES
E06000022,Bath and North East Somerset ,579.3,BA11 5NY,BA11,5NY
E06000022,Bath and North East Somerset ,579.3,BA15 1WS,BA15,1WS
E06000022,Bath and North East Somerset ,579.3,BA2  0BR,BA2, 0BR
E06000022,Bath and North East Somerset ,579.3,BA3  9AA,BA3, 9AA
E06000022,Bath and North East Somerset ,579.3,BS14 0BP,BS14,0BP
E06000022,Bath and North East Somerset ,579.3,BS18 5BJ,BS18,5BJ
E06000022,Bath and North East Somerset ,579.3,BS40 5TS,BS40,5TS
E06000022,Bath and North East Somerset ,579.3,BS41 8NR,BS41,8NR
E06000022,Bath and North East Somerset ,579.3,BS39 4EF,BS39,4EF
E06000022,Bath and North East Somerset ,579.3,BS31 1AA,BS31,1AA
E06000023,"Bristol, City of ",565.7,BS1  1QQ,BS1, 1QQ
E06000023,"Bristol, City of ",565.7,BS10 7FD,BS10,7FD
E06000023,"Bristol, City of ",565.7,BS11 0AS,BS11,0AS
E06000023,"Bristol, City of ",565.7,BS13 0AR,BS13,0AR
E06000023,"Bristol, City of ",565.7,BS15 2EB,BS15,2EB
E06000023,"Bristol, City of ",565.7,BS16 4BZ,BS16,4BZ
E06000023,"Bristol, City of ",565.7,BS2  0AF,BS2, 0AF
E06000023,"Bristol, City of ",565.7,BS3  1RP,BS3, 1RP
E06000023,"Bristol, City of ",565.7,BS34 7DU,BS34,7DU
E06000023,"Bristol, City of ",565.7,BS4  9AD,BS4, 9AD
E06000023,"Bristol, City of ",565.7,BS5  0EW,BS5, 0EW
E06000023,"Bristol, City of ",565.7,BS9  3UF,BS9, 3UF
E06000023,"Bristol, City of ",565.7,BS99 1BZ,BS99,1BZ
E06000023,"Bristol, City of ",565.7,BS98 1AA,BS98,1AA
E06000023,"Bristol, City of ",565.7,BS6  7SY,BS6, 7SY
E06000023,"Bristol, City of ",565.7,BS7  0BE,BS7, 0BE
E06000023,"Bristol, City of ",565.7,BS77 1AA,BS77,1AA
E06000023,"Bristol, City of ",565.7,BS8  1DB,BS8, 1DB
E06000024,North Somerset ,497.6,BS0  1ZZ,BS0, 1ZZ
E06000024,North Somerset ,497.6,BS19 4LW,BS19,4LW
E06000024,North Somerset ,497.6,BS20 8LG,BS20,8LG
E06000024,North Somerset ,497.6,BS21 5ED,BS21,5ED
E06000024,North Somerset ,497.6,BS22 6FU,BS22,6FU
E06000024,North Somerset ,497.6,BS23 1AL,BS23,1AL
E06000024,North Somerset ,497.6,BS24 7GT,BS24,7GT
E06000024,North Somerset ,497.6,BS25 1AA,BS25,1AA
E06000024,North Somerset ,497.6,BS49 4JB,BS49,4JB
E06000024,North Somerset ,497.6,BS48 4BY,BS48,4BY
E06000024,North Somerset ,497.6,BS80 8AA,BS80,8AA
E06000024,North Somerset ,497.6,BS26 2XA,BS26,2XA
E06000024,North Somerset ,497.6,BS29 6DU,BS29,6DU
E06000024,North Somerset ,497.6,BS28 4ZQ,BS28,4ZQ
E06000025,South Gloucestershire ,619.9,BS12 0AG,BS12,0AG
E06000025,South Gloucestershire ,619.9,BS17 1LB,BS17,1LB
E06000025,South Gloucestershire ,619.9,BS30 5AA,BS30,5AA
E06000025,South Gloucestershire ,619.9,BS32 4QE,BS32,4QE
E06000025,South Gloucestershire ,619.9,BS36 2UF,BS36,2UF
E06000025,South Gloucestershire ,619.9,BS37 4LT,BS37,4LT
E06000025,South Gloucestershire ,619.9,BS35 3QR,BS35,3QR
E06000025,South Gloucestershire ,619.9,GL12 8AY,GL12,8AY
E06000025,South Gloucestershire ,619.9,GL13 9DR,GL13,9DR
E06000025,South Gloucestershire ,619.9,GL9  1JH,GL9, 1JH
E06000025,South Gloucestershire ,619.9,SN14 8AA,SN14,8AA
E06000026,Plymouth ,530.3,PL1  5DL,PL1, 5DL
E06000026,Plymouth ,530.3,PL2  1BY,PL2, 1BY
E06000026,Plymouth ,530.3,PL4  7QE,PL4, 7QE
E06000026,Plymouth ,530.3,PL5  1FJ,PL5, 1FJ
E06000026,Plymouth ,530.3,PL3  4SD,PL3, 4SD
E06000026,Plymouth ,530.3,PL7  2AU,PL7, 2AU
E06000026,Plymouth ,530.3,PL6  8WA,PL6, 8WA
E06000026,Plymouth ,530.3,PL9  7NQ,PL9, 7NQ
E06000026,Plymouth ,530.3,PL95 8AA,PL95,8AA
E06000026,Plymouth ,530.3,PL8  1BB,PL8, 1BB
E06000027,Torbay ,444.1,TQ1  1DH,TQ1, 1DH
E06000027,Torbay ,444.1,TQ12 4SU,TQ12,4SU
E06000027,Torbay ,444.1,TQ2  5AA,TQ2, 5AA
E06000027,Torbay ,444.1,TQ3  1PS,TQ3, 1PS
E06000027,Torbay ,444.1,TQ4  5LB,TQ4, 5LB
E06000027,Torbay ,444.1,TQ5  0HQ,TQ5, 0HQ
E06000028,Bournemouth ,560.4,BH1  4RJ,BH1, 4RJ
E06000028,Bournemouth ,560.4,BH10 4AA,BH10,4AA
E06000028,Bournemouth ,560.4,BH11 0BH,BH11,0BH
E06000028,Bournemouth ,560.4,BH13 6BJ,BH13,6BJ
E06000028,Bournemouth ,560.4,BH2  5AA,BH2, 5AA
E06000028,Bournemouth ,560.4,BH3  7EQ,BH3, 7EQ
E06000028,Bournemouth ,560.4,BH4  8HZ,BH4, 8HZ
E06000028,Bournemouth ,560.4,BH5  1BH,BH5, 1BH
E06000028,Bournemouth ,560.4,BH9  3DS,BH9, 3DS
E06000028,Bournemouth ,560.4,BH7  6JS,BH7, 6JS
E06000028,Bournemouth ,560.4,BH6  5YJ,BH6, 5YJ
E06000028,Bournemouth ,560.4,BH8  0BS,BH8, 0BS
E06000029,Poole ,569.7,BH12 9DX,BH12,9DX
E06000029,Poole ,569.7,BH14 0AA,BH14,0AA
E06000029,Poole ,569.7,BH16 5SH,BH16,5SH
E06000029,Poole ,569.7,BH17 0GB,BH17,0GB
E06000029,Poole ,569.7,BH18 8AT,BH18,8AT
E06000029,Poole ,569.7,BH15 2XS,BH15,2XS
E06000029,Poole ,569.7,BH21 3DA,BH21,3DA
E06000030,Swindon ,556.3,SN1  4DP,SN1, 4DP
E06000030,Swindon ,556.3,SN17 2QN,SN17,2QN
E06000030,Swindon ,556.3,SN2  1TD,SN2, 1TD
E06000030,Swindon ,556.3,SN25 1QH,SN25,1QH
E06000030,Swindon ,556.3,SN38 1WL,SN38,1WL
E06000030,Swindon ,556.3,SN4  0EU,SN4, 0EU
E06000030,Swindon ,556.3,SN5  1BX,SN5, 1BX
E06000030,Swindon ,556.3,SN8  2JY,SN8, 2JY
E06000030,Swindon ,556.3,SN6  7HT,SN6, 7HT
E06000030,Swindon ,556.3,SN3  3DZ,SN3, 3DZ
E06000030,Swindon ,556.3,SN26 7EL,SN26,7EL
E06000030,Swindon ,556.3,SN99 8AA,SN99,8AA
E06000031,Peterborough ,506.2,CB1  0AR,CB1, 0AR
E06000031,Peterborough ,506.2,CB2  3HQ,CB2, 3HQ
E06000031,Peterborough ,506.2,CB23 7WD,CB23,7WD
E06000031,Peterborough ,506.2,PE1  9QF,PE1, 9QF
E06000031,Peterborough ,506.2,PE13 4AY,PE13,4AY
E06000031,Peterborough ,506.2,PE17 5SA,PE17,5SA
E06000031,Peterborough ,506.2,PE2  0QG,PE2, 0QG
E06000031,Peterborough ,506.2,PE3  6AH,PE3, 6AH
E06000031,Peterborough ,506.2,PE6  9BD,PE6, 9BD
E06000031,Peterborough ,506.2,PE7  0LA,PE7, 0LA
E06000031,Peterborough ,506.2,PE8  6EF,PE8, 6EF
E06000031,Peterborough ,506.2,PE4  5BR,PE4, 5BR
E06000031,Peterborough ,506.2,PE5  7BN,PE5, 7BN
E06000031,Peterborough ,506.2,PE99 1AA,PE99,1AA
E06000032,Luton ,576,HP23 4QF,HP23,4QF
E06000032,Luton ,576,LU1  2DE,LU1, 2DE
E06000032,Luton ,576,LU2  7YJ,LU2, 7YJ
E06000032,Luton ,576,LU3  1BY,LU3, 1BY
E06000032,Luton ,576,LU4  0SS,LU4, 0SS
E06000032,Luton ,576,LU7  3SH,LU7, 3SH
E06000033,Southend-on-Sea ,512.4,SS0  0AA,SS0, 0AA
E06000033,Southend-on-Sea ,512.4,SS1  1DH,SS1, 1DH
E06000033,Southend-on-Sea ,512.4,SS4  3QY,SS4, 3QY
E06000033,Southend-on-Sea ,512.4,SS2  4AA,SS2, 4AA
E06000033,Southend-on-Sea ,512.4,SS3  8YE,SS3, 8YE
E06000033,Southend-on-Sea ,512.4,SS22 8DE,SS22,8DE
E06000033,Southend-on-Sea ,512.4,SS9  1AT,SS9, 1AT
E06000033,Southend-on-Sea ,512.4,SS99 6AE,SS99,6AE
E06000034,Thurrock ,547.4,CM13 3LX,CM13,3LX
E06000034,Thurrock ,547.4,RM14 2XB,RM14,2XB
E06000034,Thurrock ,547.4,RM15 4DF,RM15,4DF
E06000034,Thurrock ,547.4,RM16 1EB,RM16,1EB
E06000034,Thurrock ,547.4,RM19 1SA,RM19,1SA
E06000034,Thurrock ,547.4,RM20 3FN,RM20,3FN
E06000034,Thurrock ,547.4,RM17 5AT,RM17,5AT
E06000034,Thurrock ,547.4,RM18 7BN,RM18,7BN
E06000034,Thurrock ,547.4,SS12 0RJ,SS12,0RJ
E06000034,Thurrock ,547.4,SS16 5LA,SS16,5LA
E06000034,Thurrock ,547.4,SS17 0HE,SS17,0HE
E06000035,Medway ,536.6,ME1  3HX,ME1, 3HX
E06000035,Medway ,536.6,ME3  0BZ,ME3, 0BZ
E06000035,Medway ,536.6,ME4  4PW,ME4, 4PW
E06000035,Medway ,536.6,ME5  0DE,ME5, 0DE
E06000035,Medway ,536.6,ME2  1DD,ME2, 1DD
E06000035,Medway ,536.6,ME8  9RP,ME8, 9RP
E06000035,Medway ,536.6,ME9  7UY,ME9, 7UY
E06000035,Medway ,536.6,ME7  4DG,ME7, 4DG
E06000035,Medway ,536.6,ME99 1AA,ME99,1AA
E06000036,Bracknell Forest ,682.6,GU17 8JG,GU17,8JG
E06000036,Bracknell Forest ,682.6,GU15 4PX,GU15,4PX
E06000036,Bracknell Forest ,682.6,GU19 5PN,GU19,5PN
E06000036,Bracknell Forest ,682.6,GU47 8YQ,GU47,8YQ
E06000036,Bracknell Forest ,682.6,GU46 6FP,GU46,6FP
E06000036,Bracknell Forest ,682.6,RG11 3EQ,RG11,3EQ
E06000036,Bracknell Forest ,682.6,RG12 7ZN,RG12,7ZN
E06000036,Bracknell Forest ,682.6,RG10 0QF,RG10,0QF
E06000036,Bracknell Forest ,682.6,RG40 3DE,RG40,3DE
E06000036,Bracknell Forest ,682.6,RG45 7FE,RG45,7FE
E06000036,Bracknell Forest ,682.6,RG42 1PG,RG42,1PG
E06000036,Bracknell Forest ,682.6,SL4  2HA,SL4, 2HA
E06000036,Bracknell Forest ,682.6,SL5  8QH,SL5, 8QH
E06000037,West Berkshire ,683.5,OX12 8NH,OX12,8NH
E06000037,West Berkshire ,683.5,RG13 1AA,RG13,1AA
E06000037,West Berkshire ,683.5,RG1  9WX,RG1, 9WX
E06000037,West Berkshire ,683.5,RG14 6YN,RG14,6YN
E06000037,West Berkshire ,683.5,RG15 0HA,RG15,0HA
E06000037,West Berkshire ,683.5,RG20 9HQ,RG20,9HQ
E06000037,West Berkshire ,683.5,RG3  2HP,RG3, 2HP
E06000037,West Berkshire ,683.5,RG26 6QY,RG26,6QY
E06000037,West Berkshire ,683.5,RG30 3DG,RG30,3DG
E06000037,West Berkshire ,683.5,RG17 7HP,RG17,7HP
E06000037,West Berkshire ,683.5,RG18 3AW,RG18,3AW
E06000037,West Berkshire ,683.5,RG31 4AA,RG31,4AA
E06000037,West Berkshire ,683.5,RG16 0JU,RG16,0JU
E06000037,West Berkshire ,683.5,RG7  5LG,RG7, 5LG
E06000037,West Berkshire ,683.5,RG8  6BW,RG8, 6BW
E06000037,West Berkshire ,683.5,RG19 3RL,RG19,3RL
E06000038,Reading ,656.9,RG2  0BU,RG2, 0BU
E06000038,Reading ,656.9,RG27 7NE,RG27,7NE
E06000038,Reading ,656.9,RG4  7JX,RG4, 7JX
E06000038,Reading ,656.9,RG5  3SD,RG5, 3SD
E06000038,Reading ,656.9,RG6  1AB,RG6, 1AB
